City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Micheweni,TZ,-4.9667,39.8333,74.16,89,66,7.76,broken clouds
460,Saint Anthony,US,45.0205,-93.218,38.82,54,100,18.41,overcast clouds
461,Bukan,IR,36.521,46.2089,58.96,30,12,4.5,few clouds
462,Sorland,NO,67.667,12.6934,46.26,73,40,12.75,scattered clouds
463,Izhmorskiy,RU,56.194,86.6414,41.7,62,100,4.65,overcast clouds
464,Udachnyy,RU,66.4167,112.4,19.94,96,99,3.27,overcast clouds
465,Tessalit,ML,20.1986,1.0114,80.83,16,13,10.67,few clouds
466,Calabozo,VE,8.9242,-67.4293,75.42,88,74,2.51,broken clouds
467,Vitry-Le-Francois,FR,48.7333,4.5833,64.81,90,91,8.1,overcast clouds
468,High Rock,BS,26.6208,-78.2833,71.62,65,5,12.5,clear sky
469,Nueva Gerona,CU,21.8833,-82.8,81.64,73,2,5.26,clear sky
470,Letterkenny,IE,54.95,-7.7333,49.82,89,75,13.24,broken clouds
471,Garowe,SO,8.4054,48.4845,72.41,83,38,9.13,moderate rain
472,Merrill,US,45.1805,-89.6835,36.59,92,100,6.91,light intensity drizzle
473,Dolinsk,RU,47.35,142.8,46.85,82,100,4.74,overcast clouds
474,Weert,NL,51.2517,5.7069,61.75,96,20,1.14,few clouds
475,Kelvington,CA,52.1667,-103.5343,28.98,30,61,6.31,broken clouds
476,Ongandjera,NA,-17.8833,15.0667,67.82,61,26,4.36,scattered clouds
477,Pervomayskiy,RU,53.2485,40.2871,36.97,79,48,7.52,scattered clouds
478,Wanxian,CN,30.8039,108.3897,70.92,62,89,4.41,overcast clouds
479,Tumkur,IN,13.3422,77.1017,70.05,91,77,6.67,broken clouds
480,Tutoia,BR,-2.7619,-42.2744,79.66,81,7,12.95,clear sky
481,Flin Flon,CA,54.7682,-101.865,27.03,47,76,4.59,broken clouds
482,Masuguru,TZ,-11.3667,38.4167,68.59,88,0,4.23,clear sky
483,Oranjestad,AW,12.524,-70.027,82.9,83,20,11.5,few clouds
484,Raahe,FI,64.6833,24.4833,41.09,87,98,11.21,overcast clouds
485,Vieques,PR,18.425,-65.8329,80.62,78,20,3.44,few clouds
486,Barcelos,PT,41.5388,-8.6151,64.69,89,100,4.79,overcast clouds
487,Kologriv,RU,58.8275,44.3178,41.7,84,100,10.11,overcast clouds
488,Minab,IR,27.1467,57.0801,75.52,88,1,0.0,mist
489,Ocos,GT,14.5094,-92.1933,77.18,79,99,2.44,light rain
490,Karema,TZ,-6.8205,30.4389,73.35,71,74,12.48,broken clouds
491,Hay River,CA,60.8156,-115.7999,39.18,60,40,8.05,scattered clouds
492,Saint-Pierre,RE,-21.3393,55.4781,71.91,64,0,3.44,clear sky
493,Ferme-Neuve,CA,46.7001,-75.4493,43.83,87,100,4.47,overcast clouds
494,Excelsior Springs,US,39.3392,-94.2261,54.72,43,0,8.05,clear sky
495,Gornyy,RU,55.1153,83.9059,43.75,60,99,5.75,overcast clouds
496,Trinidad,BO,-14.8333,-64.9,76.35,68,41,3.18,scattered clouds
497,Boyolangu,ID,-8.1181,111.8935,80.15,79,100,8.41,light rain
498,Derac,HT,19.65,-71.8167,79.25,80,56,3.65,broken clouds
499,Elizabeth City,US,36.2946,-76.2511,68.02,82,0,6.91,clear sky
500,Atasu,KZ,48.6814,71.6433,39.78,57,18,5.73,few clouds
501,Soe,ID,-9.8607,124.284,85.75,38,45,6.22,scattered clouds
502,Puri,IN,19.8,85.85,81.12,76,84,8.34,broken clouds
503,Surt,LY,31.2089,16.5887,72.28,61,13,10.69,few clouds
504,El Calvario,GT,14.1167,-89.9167,63.37,99,100,2.35,overcast clouds
505,Ust-Koksa,RU,50.2696,85.6108,45.99,47,100,4.43,overcast clouds
506,Chara,RU,56.9064,118.2631,22.6,61,99,3.71,overcast clouds
507,Tucupita,VE,9.0622,-62.051,73.76,96,6,2.93,clear sky
508,Lethem,GY,3.3803,-59.7968,80.15,68,94,3.76,overcast clouds
509,Bratsk,RU,56.1325,101.6142,32.49,60,9,7.54,clear sky
510,Mabai,CN,23.0128,104.4508,59.63,52,60,9.17,broken clouds
511,Sistranda,NO,63.7256,8.834,48.16,88,100,10.0,moderate rain
512,Kaputa,ZM,-8.4689,29.6619,70.95,72,39,4.68,scattered clouds
513,Takoradi,GH,4.8845,-1.7554,75.9,90,82,4.97,light rain
514,Daru,PG,-9.0763,143.2092,83.55,77,100,14.18,overcast clouds
515,Siloam Springs,US,36.1881,-94.5405,59.83,57,0,0.0,clear sky
516,Tarauaca,BR,-8.1614,-70.7656,71.1,99,100,1.45,overcast clouds
517,Port Hardy,CA,50.6996,-127.4199,53.78,87,0,0.0,clear sky
518,Fengrun,CN,39.8333,118.1167,52.5,19,0,15.68,clear sky
519,Klishkivtsi,UA,48.4316,26.2623,41.63,57,11,5.21,few clouds
520,Matam,SN,15.6175,-13.3303,88.02,48,60,7.65,broken clouds
521,Shakawe,BW,-18.3667,21.85,70.21,51,100,8.93,overcast clouds
522,Batemans Bay,AU,-35.7167,150.1833,61.11,63,98,6.04,overcast clouds
523,Taketa,JP,32.9652,131.3785,67.78,99,100,1.57,light rain
524,Nalut,LY,30.3333,10.85,67.41,51,62,9.62,broken clouds
525,Westerland,DE,54.9079,8.3033,51.82,93,40,8.05,scattered clouds
526,Dingle,PH,10.9995,122.6711,84.56,72,93,11.77,overcast clouds
527,Orshanka,RU,56.9161,47.8933,37.53,91,69,8.08,broken clouds
528,Aasiaat,GL,68.7098,-52.8699,33.6,75,100,7.16,overcast clouds
529,Dudinka,RU,69.4058,86.1778,27.63,97,100,10.38,light snow
530,Bairiki,KI,1.3292,172.9752,87.8,66,20,13.8,few clouds
531,Tabas,IR,33.5959,56.9244,69.33,16,0,2.57,clear sky
532,Savalou,BJ,7.9281,1.9756,74.16,87,91,2.93,overcast clouds
533,Ust-Kuyga,RU,70.0167,135.6,15.21,94,100,5.17,overcast clouds
534,Talara,PE,-4.5772,-81.2719,63.21,87,49,17.25,scattered clouds
535,Auki,SB,-8.7676,160.7034,87.91,58,26,2.64,scattered clouds
536,Kulhudhuffushi,MV,6.6221,73.07,80.13,83,100,18.3,overcast clouds
537,Ciudad Bolivar,VE,8.1222,-63.5497,83.93,61,100,4.0,overcast clouds
538,Berlevag,NO,70.8578,29.0864,42.8,87,100,8.05,overcast clouds
539,Kavaratti,IN,10.5669,72.642,80.37,77,100,0.29,overcast clouds
540,Ewa Beach,US,21.3156,-158.0072,84.15,60,40,12.66,scattered clouds
541,Port Augusta,AU,-32.5,137.7667,78.8,27,99,14.07,overcast clouds
542,Chemal,RU,51.4111,86.005,52.14,45,100,2.77,overcast clouds
543,Batagay-Alyta,RU,67.8006,130.4114,16.09,78,36,4.94,scattered clouds
544,Orlik,RU,52.5178,99.825,27.19,37,9,2.44,clear sky
545,Skibbereen,IE,51.55,-9.2667,54.1,80,47,30.74,scattered clouds
546,Gravdal,NO,68.1214,13.5031,46.2,79,100,9.89,overcast clouds
547,Astoria,US,46.1879,-123.8313,58.89,85,0,9.22,clear sky
548,Salta,AR,-24.7859,-65.4117,59.59,83,100,8.05,overcast clouds
549,Quatre Cocos,MU,-20.2078,57.7625,67.08,85,84,9.78,light rain
550,Pietersburg,ZA,-23.9045,29.4688,56.25,94,97,5.75,overcast clouds
551,Wakkanai,JP,45.4094,141.6739,48.18,87,75,14.97,broken clouds
552,Moindou,NC,-21.6924,165.677,77.76,55,79,6.78,broken clouds
553,Okhotsk,RU,59.3833,143.3,29.16,45,1,14.12,clear sky
554,Namibe,AO,-15.1961,12.1522,67.78,87,94,6.2,overcast clouds
555,Dawson Creek,CA,55.7666,-120.2362,46.04,71,0,0.0,clear sky
556,Beyneu,KZ,45.3167,55.2,47.88,50,72,6.8,broken clouds
557,Sadovoye,RU,47.7764,44.5089,41.04,66,0,7.49,clear sky
558,Kolaras,IN,25.2333,77.6,69.57,65,0,2.35,clear sky
559,Wanning,CN,18.8003,110.3967,80.85,55,90,14.74,overcast clouds
560,Labuhan,ID,-6.8844,112.2051,84.34,69,100,10.18,light rain
561,Swan Hill,AU,-35.3378,143.5544,64.62,54,83,3.51,broken clouds
562,Batsfjord,NO,70.6345,29.7185,42.73,87,100,2.3,overcast clouds
563,Ixtapa,MX,20.7,-105.2,83.43,79,40,2.3,scattered clouds
564,Qiongshan,CN,20.0058,110.3542,80.58,54,0,8.95,clear sky
565,Da Lat,VN,11.9465,108.4419,70.59,73,90,1.48,overcast clouds
566,Blatnica,BA,44.4864,17.8233,54.7,75,0,3.18,clear sky
567,Smithers,CA,54.7804,-127.1743,52.12,87,0,2.3,clear sky
568,Weiser,US,44.251,-116.9693,61.0,42,2,3.18,clear sky
569,Mayya,RU,61.7333,130.2811,29.52,91,100,6.76,light snow
570,Santo Amaro Da Imperatriz,BR,-27.6881,-48.7786,69.8,99,26,1.99,scattered clouds
571,Margate,GB,51.3813,1.3862,62.69,92,94,4.0,overcast clouds
572,Krasnyy Chikoy,RU,50.3643,108.7512,32.32,41,9,3.62,clear sky
573,Cairns,AU,-16.9167,145.7667,94.06,58,75,9.22,broken clouds
574,Pakxan,LA,18.3778,103.6601,77.67,57,83,4.85,broken clouds
575,Egvekinot,RU,66.3167,-179.1667,14.11,77,100,13.85,overcast clouds
576,Banepa,NP,27.6298,85.5214,59.32,72,20,0.0,few clouds
577,Gemena,CD,3.25,19.7667,68.77,99,100,0.98,overcast clouds
578,Slave Lake,CA,55.2834,-114.769,48.18,57,0,8.05,clear sky
579,Narsaq,GL,60.9167,-46.05,32.22,69,35,7.29,scattered clouds
580,Vila,PT,42.0304,-8.1588,49.69,94,100,5.08,overcast clouds
581,Abu Dhabi,AE,24.4667,54.3667,84.22,81,0,4.61,clear sky
582,Athabasca,CA,54.7169,-113.2854,45.01,54,20,7.29,few clouds
583,Boa Vista,BR,2.8197,-60.6733,80.58,65,40,1.14,scattered clouds
584,Gorin,RU,51.1983,136.6669,39.02,51,100,10.67,overcast clouds
585,Cherdyn,RU,60.403,56.4787,40.33,95,100,4.54,overcast clouds
586,Simi,SL,9.5667,-12.35,72.45,98,97,0.58,light rain
587,Harper,LR,4.375,-7.7169,75.61,86,77,3.04,broken clouds
588,La Ligua,CL,-32.4524,-71.2311,51.24,95,99,1.5,overcast clouds
589,Grand Gaube,MU,-20.0064,57.6608,67.37,83,89,3.0,light rain
590,Evensk,RU,61.95,159.2333,20.7,70,16,5.3,few clouds
591,Puerto Colombia,CO,10.9878,-74.9547,82.49,80,42,10.54,scattered clouds
592,Lamu,KE,-2.2717,40.902,77.22,87,52,9.26,broken clouds
593,Maragogi,BR,-9.0122,-35.2225,73.47,84,22,5.75,few clouds
594,Ahmadpur East,PK,29.1431,71.2598,76.57,17,0,6.67,clear sky
595,Voznesenskoye,RU,54.89,42.7569,37.18,84,14,7.4,few clouds
596,Girne,CY,35.3417,33.3167,67.55,65,100,3.96,overcast clouds
597,Belyy Yar,RU,53.6039,91.3903,26.49,93,100,4.47,overcast clouds
598,Edd,ER,13.9297,41.6925,86.36,51,0,9.98,clear sky
599,Palmer,US,42.1584,-72.3287,52.21,90,75,0.0,broken clouds
600,Nanortalik,GL,60.1432,-45.2371,35.06,72,21,8.88,few clouds
601,Kasama,ZM,-10.2129,31.1808,63.19,41,100,4.16,overcast clouds
602,Penzance,GB,50.1186,-5.5371,59.68,79,100,23.24,overcast clouds
603,Koslan,RU,63.4564,48.8989,39.7,96,87,6.82,overcast clouds
604,Aktash,RU,50.3,87.7333,33.49,46,100,6.13,overcast clouds
605,Todos Santos,MX,23.45,-110.2167,75.65,77,1,7.54,clear sky
606,Suhbaatar,MN,50.2314,106.2078,34.03,39,6,5.95,clear sky
607,Yar-Sale,RU,66.8333,70.8333,36.75,97,100,2.68,overcast clouds
608,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.8,84,23,6.06,few clouds
609,Waldoboro,US,44.0954,-69.3756,52.38,94,100,1.68,overcast clouds
610,Poum,NC,-20.2333,164.0167,76.03,67,1,17.22,clear sky
611,Vadso,NO,70.0744,29.7487,40.08,93,20,5.75,few clouds
612,Muscat,OM,23.6139,58.5922,73.42,46,100,4.47,overcast clouds
613,Orel-Izumrud,RU,43.4583,39.9244,59.02,88,100,6.71,overcast clouds
614,Enshi,CN,30.3,109.4833,68.07,53,1,2.66,clear sky
615,Abbeville,FR,50.1,1.8333,63.25,85,98,12.08,overcast clouds
616,Swellendam,ZA,-34.0226,20.4417,64.18,82,5,3.58,light rain
617,Eyl,SO,7.9803,49.8164,76.66,87,33,4.81,light rain
618,Mnogovershinnyy,RU,53.9353,139.9242,30.15,80,100,16.96,light snow
619,Buraydah,SA,26.326,43.975,68.45,19,5,8.59,clear sky
620,Nhulunbuy,AU,-12.2333,136.7667,90.21,62,75,14.97,broken clouds
621,Mukhen,RU,48.1,136.1,41.02,66,99,6.33,overcast clouds
622,Ejido,VE,8.5514,-71.2375,66.7,93,24,4.81,few clouds
623,Gao,ML,16.6362,1.637,82.92,17,3,8.14,clear sky
624,Vila Do Maio,CV,15.1333,-23.2167,75.99,74,100,11.05,overcast clouds
625,Kudymkar,RU,59.0173,54.656,39.88,91,100,6.53,overcast clouds
626,Mulege,MX,26.8833,-111.9833,75.09,61,8,4.68,clear sky
627,Praya,CV,14.9215,-23.5087,75.74,78,20,11.5,few clouds
628,Kysyl-Syr,RU,63.8986,122.7617,29.32,87,82,8.34,broken clouds
629,Kutum,SD,14.2,24.6667,71.73,23,43,10.49,scattered clouds
630,Nikki,BJ,9.9401,3.2108,72.72,71,4,2.33,clear sky
631,Neuquen,AR,-38.9516,-68.0591,66.09,39,0,9.22,clear sky
632,Birmingham,US,33.5207,-86.8025,67.57,81,75,0.0,broken clouds
633,Zheleznodorozhnyy,RU,55.7503,38.0042,41.43,70,100,11.25,overcast clouds
634,Charters Towers,AU,-20.1,146.2667,89.67,36,33,7.49,scattered clouds
635,Meadow Lake,US,34.8014,-106.5436,54.12,66,100,9.82,overcast clouds
636,Christchurch,NZ,-43.5333,172.6333,58.41,72,100,5.75,overcast clouds
637,Roebourne,AU,-20.7833,117.1333,84.81,25,0,7.78,clear sky
638,Maracacume,BR,-2.0428,-45.9592,73.89,95,6,3.65,clear sky
639,Brenham,US,30.1669,-96.3977,80.38,72,75,3.44,broken clouds
640,Teknaf,BD,20.8624,92.3058,78.73,88,98,5.28,overcast clouds
641,Ust-Maya,RU,60.4167,134.5333,26.44,83,100,6.64,overcast clouds
642,Manokwari,ID,-0.8667,134.0833,84.38,71,35,8.7,scattered clouds
643,Grants Pass,US,42.439,-123.3284,76.51,51,0,0.0,clear sky
644,Juba,SS,4.8517,31.5825,68.88,94,100,3.96,overcast clouds
645,Halifax,CA,44.6453,-63.5724,61.5,95,96,5.75,overcast clouds
646,Japoata,BR,-10.3467,-36.8011,68.07,92,11,2.13,few clouds
647,Karachi,PK,24.9056,67.0822,64.22,63,0,3.44,haze
648,Chebsara,RU,59.2002,38.8356,44.28,84,100,15.52,overcast clouds
649,Englewood,US,39.6478,-104.9878,49.64,70,20,0.0,few clouds
650,Tatawin,TN,32.9297,10.4518,65.84,73,99,3.42,overcast clouds
651,Luba,GQ,3.4568,8.5547,75.09,82,100,0.51,light rain
652,Collie,AU,-33.3667,116.15,63.43,48,69,6.82,broken clouds
653,Jambalo,CO,2.7923,-76.3226,52.99,97,97,2.82,overcast clouds
654,Porto Velho,BR,-8.7619,-63.9039,73.45,94,75,2.3,broken clouds
655,Awbari,LY,26.5921,12.7805,67.59,56,1,7.54,clear sky
656,Valentin Gomez Farias,MX,28.2167,-106.5833,61.81,47,30,10.87,scattered clouds
657,Lujan,AR,-34.5703,-59.105,59.02,85,9,1.99,clear sky
658,Lisakovsk,KZ,52.5369,62.4936,39.04,81,58,7.45,broken clouds
659,Bilma,NE,18.6853,12.9164,77.11,23,0,8.9,clear sky
660,Balkanabat,TM,39.5108,54.3671,65.71,60,60,1.16,broken clouds
661,Magistralnyy,RU,56.1725,107.4458,31.71,60,27,4.97,scattered clouds
662,Gawler,AU,-34.6,138.7333,75.25,47,86,10.09,overcast clouds
663,Fiumicino,IT,41.7675,12.2291,65.75,81,0,5.75,clear sky
664,De Aar,ZA,-30.6497,24.0123,60.33,71,82,5.86,broken clouds
665,Banfora,BF,10.6333,-4.7667,73.94,78,27,0.51,scattered clouds
666,Znamenskoye,RU,57.1281,73.8282,40.41,91,100,9.28,light rain
667,Marshfield,US,44.6689,-90.1718,38.28,81,100,13.8,overcast clouds
668,Bara,NG,10.3744,10.7288,72.16,74,28,3.89,scattered clouds
669,Hirara,JP,24.8,125.2833,86.27,84,75,8.05,broken clouds
670,Karasjok,NO,69.4719,25.5112,38.79,90,100,5.12,overcast clouds
671,Vasilyevo,RU,55.836,48.6582,38.07,91,35,6.53,scattered clouds
672,Padang,ID,-0.9492,100.3543,82.45,76,97,1.61,overcast clouds
673,Aden,YE,12.7794,45.0367,83.17,71,0,18.54,clear sky
674,Sotouboua,TG,8.5667,0.9833,70.84,87,37,0.76,scattered clouds
675,Zhigalovo,RU,54.8097,105.1578,35.17,51,64,2.48,broken clouds
676,Makakilo City,US,21.3469,-158.0858,82.72,60,40,12.66,scattered clouds
677,Umm Lajj,SA,25.0213,37.2685,82.18,48,87,4.16,overcast clouds
678,Portland,US,45.5234,-122.6762,72.0,60,20,9.22,smoke
679,Kattivakkam,IN,13.2167,80.3167,82.49,70,39,3.96,scattered clouds
680,Haikou,CN,20.0458,110.3417,80.73,54,0,8.95,clear sky
681,Rio Grande,BR,-32.035,-52.0986,58.89,92,3,4.56,clear sky
682,Rehli,IN,23.6333,79.0833,73.02,72,0,4.56,clear sky
683,Methoni,GR,36.8197,21.7049,57.06,48,0,4.43,clear sky
684,Nizhniy Kuranakh,RU,58.8353,125.4869,29.84,93,100,9.6,light snow
685,Tahe,CN,52.3333,124.7333,34.41,44,13,12.97,few clouds
686,Kharp,RU,66.8014,65.8081,37.36,93,100,5.5,overcast clouds
687,Dwarka,IN,22.2394,68.9678,82.56,43,6,6.04,clear sky
688,Guantanamo,CU,20.1444,-75.2092,76.57,90,23,3.98,few clouds
689,Nkayi,CG,-4.1841,13.2884,74.43,93,12,2.62,light rain
690,Ghansor,IN,22.65,79.95,73.26,83,7,3.91,clear sky
